image_name| comment_number| comment|Translated_Comment
964197865.jpg| 3| A child plays with a toy in the grass .|Хүүхэд өвсөнд тоглоомоор тоглодог.
519228867.jpg| 1| A little girl is sitting in a metal tub filled with water .|Бага зэрэг охин усаар дүүргэсэн металл хоолойд сууж байна.
4512406110.jpg| 3| Four girls wearing red uniforms are walking down the street .|
4093746088.jpg| 3| A guy standing by an electric pole and posing while at work .|Цахилгаан туйлаар зогсож, ажил дээрээ байхдаа зогсож байв.
370713359.jpg| 4| Many people sit in a Mexican restaurant .|
3039209547.jpg| 1| A man wearing carpenters pants and a green hooded sweatshirt walks down the street .|Мужааны өмд өмссөн хүн өмд өмссөн, ногоон бүрээстэй цамц гудамжинд алхдаг.
1718184338.jpg| 2| Two people stand on the rocks above the water and look at something .|
160585932.jpg| 3| A car is partially submerged in a lake .|Машин нь нууранд хэсэгчлэн живдэг.
3941241861.jpg| 1| Three men at a table while one looks on holding his martini .|Гурван эрийг ширээн дээр байхад гурван эрийг ширээн дээр харав.
87761964.jpg| 0| Seven people , including a man wearing a black shirt and tan pants , stand on a stepped surface next to a body of water .|Хар цамц, өмд өмссөн хүн, үүнд хар цамц, өмд өмссөн хүн үүнд ус, усны биений хажууд зогсож байна.
4493888960.jpg| 1| A person wearing a colorful clown outfit without clown makeup on but with a sequined bandit mask and sequined witch hat , is creating something from an orange balloon .|Алиалагчийн алиалагчийн хувцас өмссөн хүн алиалсан зураглал, гэхдээ дараалсан Band Band Make, Шулуун бөмбөлөг, улбар шар өнгийн бөмбөлөг үүсгэдэг.
7632093958.jpg| 4| A lady in hanging off a red trolley , waving .|Улаан троллейбайн өлгөөтэй эмэгтэй, даллаж байв.
3028145992.jpg| 0| A woman in a white shirt and hat speaks to a large crowd of men and women using a megaphone .|Цагаан цамц, малгай, малгай нь Мегафоныг ашиглан олон тооны эрэгтэй, эмэгтэй хүмүүстэй ярьдаг.
220028982.jpg| 4| A boy child player with his mother|Ээжтэйгээ хүүхэдтэй хүү хүүхэд
4968012871.jpg| 4| A lady in a white dress holding a rooster .|Азарган тахиа барьсан цагаан даашинзтай эмэгтэй.
2918653119.jpg| 0| rollerblader in green shirt and hat , slides down a green handrail next to steps|Ногоон цамц, малгай, малгай өмсөж, хажуугийн хажуугийн ногоон гар урлалаар гулсдаг
1459582913.jpg| 3| A cheerleading team doing a routine on chairs .|Хулгайлсан баг нь сандал дээр ажилладаг.
3357708906.jpg| 4| Dogs and their masters gather on a dirt trail .|Нохой ба тэдний мастерууд шороон зам дээр цуглардаг.
3675345761.jpg| 3| A man reading a picture book to a child .|Хүүхэддээ зураг ном уншиж байна.
2085403342.jpg| 2| The boy is running through hay at a pumpkin patch .|Хүү нь хулуу нөхөөсөөр өвсөөр гүйж байна.
7072091637.jpg| 1| Man pouring liquid from a pot to a bowl in front of a crowd .|Хүн модны өмнө савнаас шингэн рүү аяга таваг асгаж байв.
1409001204.jpg| 2| A man in a black shirt and jeans with glasses and white shoes is jumping high off the ground .|Хар цамц, жинсэн өмд, цамц, цагаан гуталтай эр хүн газар өндөрт үсэрч байна.
164622257.jpg| 0| A man in a black jacket and blue jeans carrying a camera walking up to the front of a cave that has the front of it blocked off by bars .|Хар хүрэм, цэнхэр жинсэн өмд нь камерын урд байрлаж байгаа агуйд байрладаг.
3669315178.jpg| 1| An artist is carving an intricate sculpture using a tree and an electric saw .|Зураач нь мод, цахилгаан хөрөө ашиглан нарийн барималыг сийлдэг.
496110746.jpg| 0| a young child in a purple shirt hanging upside down on a swing|Нил ягаан өнгийн цамц нь дүүжин дээр дүүжлэв
2172329361.jpg| 1| A man and a woman dressed in festive costumes are holding gift baskets , and there is a brick wall in the background .|Эрэгтэй, баяр ёслолын хувцас өмссөн эмэгтэй, эмэгтэй бэлгийн сагсыг барьж байгаа бөгөөд дэвсгэр дээр тоосгон хана байдаг.
2443229844.jpg| 0| A child wearing a blue sweatshirt makes a funny face standing next to a wagon .|Цэнхэр цамц өмссөн хүүхэд нь вагоны хажууд зогсож инээдтэй царай гаргадаг.
4944749423.jpg| 2| Three officers arresting someone on the corner of a street .|Гурван офицерууд гудамжны буланд хэн нэгнийг баривчилжээ.
11245644.jpg| 2| People gathered at the steps of a church-like architecture .|Хүмүүс сүм шиг архитектурын алхамуудыг цуглуулсан.
5022814254.jpg| 3| Worker carries a bale of grass while harvesting out in a field .|Ажилчин талбайд ургац хураахдаа өвс ногоо зөөдөг.
3574962735.jpg| 4| People drinking beer on a doc .|Хүмүүс док дээр шар айраг ууж байна.
986127455.jpg| 3| A woman in a black suit is walking by .|Хар костюмтай эмэгтэй алхаж байна.
3368379417.jpg| 2| A person running and jumping over a sand dune .|Элсэн дээгүүр гүйж, үсэрч буй хүн.
4781019036.jpg| 0| A group of men and women are in the carnival ride .|Бүлгийн бүлэг, эмэгтэй хүмүүс багт наадамд байдаг.
69213029.jpg| 2| An older woman looks at the camera , while another older woman tries on a hat inside a store .|Хөгшин эмэгтэй камер руу харвал өөр хөгшин эмэгтэй дэлгүүрт малгайгаа туршиж үзээрэй.
506485519.jpg| 1| This is couple hiking over some rocks in a park of some sort .|Энэ нь зарим нэг төрлийн цэцэрлэгт хүрээлэнд хэдэн чулуун дээгүүр явж байна.
5710348031.jpg| 1| Two men operating a hose that is hanging down into the water , the target of it is unclear in the picture .|Усанд өлгөөтэй хоолойг ажиллуулж байгаа хоолойг ажиллуулж байгаа хоёр эрэгтэй, энэ нь зураг дээр тодорхойгүй байна.
3409347172.jpg| 4| A woman in a jacket looking at a lake .|Нуурыг хардаг хүрэмтэй эмэгтэй.
1472653060.jpg| 1| A young man in a black and red t-shirt preparing food on a yellow cutting board .|Шар зүсэх самбар дээр хоол бэлтгэж буй хар, улаан футболк өмссөн залуу.
329456684.jpg| 1| A woman in black cleaning up some tables with a restaurant and staircase in the background .|Хар өмссөн эмэгтэй нь зарим хүснэгтийг цэвэрлэгээг цэвэрлэдэг.
5284813529.jpg| 0| A family is taking ride in a old style horse-drawn wagon , driven by a man in a vest and derby hat , down a tree and shrubbery lined grassy path|Гэр бүл нь хуучин хэв маягийн морины зураастай вагон дээр очиж, биелэгдэнэ, дерби, бутлаг, бут сөөгний, бут сөөгөөр явдаг
8192488887.jpg| 1| There four older people three are males and one is a lady and they all look lost .|Дөрвөн настай хүмүүс гурав нь эрэгтэй, нэг нь хатагтай, нэг нь хатагтай юм.
4013421575.jpg| 1| Five young women are gathered together in a room with green and blue chairs .|Таван залуу таван эмэгтэй ногоон, цэнхэр, цэнхэр сандал бүхий өрөөнд цуглардаг.
897406883.jpg| 2| A toddler in dirty jeans attempts to pull a younger child in a wagon .|Бохир жинсэн өмдний нэг насны хүүхдэд бага насны хүүхдийг вагон дээр татахыг хичээдэг.
409001107.jpg| 4| An old man on a bicycle is biking past a large white chapel .|Дугуй дээрх хөгшин хүн том цагаан танхимын хажуугаар унадаг дугуй унаж байна.
1836335410.jpg| 4| The man holds a light Sabre .|Эрэгтэй хүн чийдэнг барьдаг.
7409854468.jpg| 1| Five men dressed in athletic apparel on a jog are along side a road beside a large field|Шүдний спортын хувцас өмссөн таван эрэгтэй нь jog-т өмссөн таван эр нь том талбайн хажууд зам дагуу явдаг
4650790184.jpg| 4| A woman watches a man take a photograph .|Эмэгтэй хүн нэг хүнд зураг авдаг.
10951809.jpg| 3| An old women with a cane sitting in her rocking chair .|Түүний сандал дээр сууж байв.
2449446913.jpg| 3| Twelve members of a baseball team walk across the diamond .|Бейсболын багийн арван хоёр гишүүн очир алмааз дээгүүр алхдаг.
4966417717.jpg| 4| Two men run in a race , side by side .|Хоёр хүн уралдаанд оролцдог.
3552507374.jpg| 2| A young woman is riding an elephant while the handler sits in front of her .|Залуу эмэгтэй нь заан унаж байх үед гараа сууж байхад гар нь түүний өмнө сууна.
2441818133.jpg| 4| A man in a purple shirt is carving wood .|Нил ягаан цамцтай хүн сийлбэр нь сийлбэр юм.
2803337740.jpg| 4| A man reaching up towards hanging clothing .|Өрөвдөх хувцас руу чиглэсэн хүн.
5226870137.jpg| 0| A man in a suit driving a horse-drawn buggy down a stone street .|Морины жолоодлогын жолоодлоготой хүн Чулуун гудамжаар доошоо буув.
4328537975.jpg| 3| Two young students sharing their assignments in front of the class .|Хоёр залуу оюутнууд хичээлийн өмнө даалгавраа хуваалцаж байна.
3498633396.jpg| 0| A female is helping a child drive a bumper car .|Эмэгтэй хүүхэд бампер машин жолоодоход тусалдаг.
4813957025.jpg| 0| An aging man in a green and orange palm tree shirt and straw hat holds a red drum and a drumstick .|Ногоон, улбар шар өнгийн далдуу модны цамц, сүрэл малгай, сүрэл малгай нь улаан хүрд, бөмбөр, бөмбөртэй байдаг.
6734323683.jpg| 1| A magician is performing a trick with the help of an assistant with a crowd watching .|Илбэчин хүн олны тусламжтайгаар туслах туслах тусламжтайгаар заль мэхийг хийж байна.
4703903704.jpg| 2| Two girls riding down the street on unicycles .|Хоёр охин гудамжинд унадаг дугуй унаж байна.
4486352233.jpg| 4| Group of dogs walking and sniffing on gravel .|
4932142811.jpg| 1| A man rides hid rickshaw down a deserted street .|Эрэгтэй хүн цөлжсөн гудамжаар унав.
3477715432.jpg| 1| Two teenage girls dance in pajama bottoms , one holding a paper .|
4543597747.jpg| 3| Two men letting their dogs play together|Нохойгоо хамтдаа тоглодог хоёр хүн
2429464837.jpg| 1| Four people wearing aprons and holding a mug in each hand are pouring something into each others mugs .|Дөрвөн хүн хормогч өмсөж, гартаа аяга тавьж, гараа барьж, гараа бие биендээ нэг зүйл хийдэг.
179122558.jpg| 0| Men in black and gold kilted uniforms stand in a circle with bagpipes in a grassy park .|Хар ба Алтан kilded дүрэмт хувцастай эрэгтэйчүүд зүлгэн цэцэрлэгт хүрээлэнд байрладаг дугуй хэлбэртэй тойрог дээр зогсож байна.
349738327.jpg| 0| A family along with their household pets are taking an outdoor trip during the winter .|Гэр ахуйн гэрийн тэжээвэр амьтантай хамт гэр бүл өвлийн улиралд гадаа аялал хийж байна.
4584341152.jpg| 3| A man wearing sunglasses has green writing on his arm .|Нүдний шил зүүсэн эр гар дээрээ ногоон бичжээ.
2084157130.jpg| 3| Two dogs running fast in the grass .|Хоёр нохой нь өвс дээр хурдан гүйдэг.
4661097013.jpg| 4| A guy and a girl having a conversation .|Нэгэн залуу, яриа өрнүүлж байна.
2124547387.jpg| 3| A man of African descent stands atop a beam .|
374437808.jpg| 4| A sad lady holds a picture up of her friend .|
4870438924.jpg| 2|" A man walking with a shopping cart wearing a t-shirt that reads "" long live the dead "" ."|"""Үхсэн хүмүүсийг урт наслуулж буй футболк өмссөн дэлгүүрийн тэрэгтэй алхаж буй хүн."
3690425778.jpg| 0| The person wearing shorts and a shirt is jumping off a dock , into the water .|Шорт хувцас өмссөн хүн, цамц нь усан руу наалддаг.
3261666285.jpg| 2| White player attempts to get ball from black player on basketball court .|Цагаан тоглуулагч нь сагсан бөмбөгийн талбай дээр бөмбөгнөөс бөмбөг авах гэж оролддог.
4557557135.jpg| 3| A man is selling decals on the street .|Нэг хүн гудамжинд гардаг.
597543181.jpg| 3| A boy plays on a green swing .|Хөвгүүн ногоон дүүжин дээр тоглодог.
2091893535.jpg| 4| A musical group in a church .|Сүм дэх хөгжмийн бүлэг.
2494518978.jpg| 2| A woman in a black top mugs for the camera .|Камерын хар дээд гогцоотой эмэгтэй.
1405665934.jpg| 3| A woman with a white jacket , and a silver butterfly ring , waits and reads a book .|Цагаан хүрэмтэй эмэгтэй, мөнгөн эрвээхэйтэй бөгж, номыг хүлээж, ном уншдаг.
4456116509.jpg| 4| A guy playing a game at a fair .|Нэгэн залуу шударга тоглож байна.
2276230068.jpg| 2| A toddler with orange star sunglasses , sits at the base of the bed as he plays with his toys .|Улбар шар өнгийн нарны шилтэй хүүхэд. Түүний тоглоомоор тоглож байхдаа орны баазад ордог.
2934000107.jpg| 3| A black dog is swimming through water .|Хар нохой усаар нэвтэрч байна.
2573625591.jpg| 2| three dogs are running across the grass near to a blue industrial building .|Гурван нохой нь цэнхэр аж үйлдвэрийн байрны ойролцоо өвсөөр гүйж байна.
2610183206.jpg| 3| A bride and her wedding party stand in front of a lighthouse and water .|Сүйт бүсгүй ба хуримын үдэшлэг гэрэлт цамхаг, усны урд зогсож байв.
3372214646.jpg| 3| A group of greyhounds race on a track .|Зам дээр Greyhounds уралдааны бүлэг.
9950858.jpg| 3| a troupe of police officers atop horses in the city|хотын цагдаагийн ажилтнууд хотын морьтон
3527590601.jpg| 1| A BMX biker performing a trick in midair over a dirt course .|BMX Biker нь DIDAIR-д ЗОРИУЛЖ БАЙНА.
4017326833.jpg| 1| A woman with black hair , wearing a black top and a red skirt is shaking her fist at somebody .|Хар үстэй эмэгтэй хар үстэй эмэгтэй, хар өнгөтэй, улаан банзал өмссөн эмэгтэй хүн хэн нэгэнд нударгаа сэгсрэв.
478754346.jpg| 4| dirt bike racer|Шороон дугуйн уралдаан
2468906010.jpg| 3| A group of women playing volleyball indoors .|
2268207503.jpg| 1| An old man in a green shirt is walking down a paved path with three small children .|Ногоон цамц өмссөн хөгшин хүн гурван жижиг хүүхэдтэй хатуу хучилттай замаар явж байна.
2034553054.jpg| 2| A child in medieval clothes points at something on a table .|Дундад зууны үеийн хувцас нь ширээн дээр ямар нэгэн зүйл дээр оноо авдаг.
3514603772.jpg| 1| Two men dressed in yellow uniforms are using a jackhammer in the ground .|Шар дүрэмт хувцас өмссөн хоёр эрэгтэй нь jackhmammer-ийг газар дээр нь ашиглаж байна.
424379231.jpg| 3| A tan and white dog is walking on a beam .|Тан, Цагаан нохой нь цацраг дээр явж байна.
3185860229.jpg| 2| A man sits on a chair next to a keyboard in a studio .|Эрэгтэй хүн студид гарны хажууд сууна.
2891240104.jpg| 3| A group of workers are posing for a picture .|Ажилчдын бүлэг нь зураг авахаар төлөвлөж байна.
5024189799.jpg| 2| A Spanish male in an orange and green striped shirt dancing .|Испани хүн улбар шар, ногоон судалтай цамц өмссөн.
3015891201.jpg| 2|" two women hold up a flyer for the movie "" prom night "" ."|"Хоёр эмэгтэй ""PRIMEN DINES"" кинонд зориулж хуудас барьдаг."
4063590558.jpg| 3| A man is outside and pulling on his arm .|Эр хүн гадаа байгаа, гараа татаж байна.
3427118504.jpg| 2| A shirtless child dances with an adult man .|Цамцгүй хүүхэд насанд хүрэгчдийн хүнтэй бүжиглэдэг.
2162564553.jpg| 0| A shirtless man with a backpack and a hat is standing on a rocky shoreline .|Үүргэвчтэй цамцгүй эр, малгай, малгай нь чулуурхаг эрэг дээр зогсож байна.
4911985199.jpg| 2| Woman holding helmet next to two motor scooters .|Хоёр мотор скутерын хажууд малгай барьж буй эмэгтэй.
189038731.jpg| 1| Two workers in their hard hats and safety vests stand near a yellow block of concrete .|Хатуу малгай, аюулгүй байдлын хантааз дахь хоёр ажилчин нь бетоны шар блокийн дэргэд зогсож байв.
3090600019.jpg| 0| There is a woman in a sexy cop 's uniform and a guy dressed as a prisoner , standing outdoors .|Тачаангуй цагдаагийн дүрэмт хувцастай эмэгтэй байдаг, хоригдол, гадаа зогсож байсан залуу.
2648238429.jpg| 4| An older woman models a large grill installation at a home center .|Хөгшин эмэгтэй нь гэрийн төвд том хэмжээний шарсан махыг загварчилсан загвар өмсдөг.
4521610782.jpg| 3| Line of cars behind a taxi in a city road .|Хотын замд таксины ард автомашины шугам.
7396934178.jpg| 0| Two men on fast motorcycle speeding around a corner on a racetrack .|Хурдан мотоцикль дээр хурдан мотоцикль хурдтай хурдтай хурдтай явж байна.
3687222696.jpg| 4| There is a kid jumping off a blue slide .|Цэнхэр слайд үсэрч байгаа хүүхэд байдаг.
3182405529.jpg| 0| an older man with long gray hair and a long gray beard bike riding on the shore .|Настай, урт саарал үстэй, урт саарал баасан сахал дугуй унаж байна.
6864033895.jpg| 2| A woman is juggling oranges with a happy look on her face in a suburban backyard .|Эмэгтэй хүн хотын захын хотын захад аз жаргалтай харцаар дүүрэн жүрж юм.
4720431530.jpg| 1| a number of people standing on the sidewalk along side the front doors of a transit bus|Транзит автобусны урд талын явган хүний зам дээр явган хүний зам дээр зогсож байв
2916770809.jpg| 4| Two women are watching kids playing baseball|Хоёр эмэгтэйчдийг бейсбол тоглож байгаа хүүхдүүдийг харж байна
2230693384.jpg| 2| A blond woman and a toddler are posing for a picture .|Шаргал үстэй эмэгтэй, хүүхдэд зураг авахаар зураг авч байна.
3708441539.jpg| 2| A girl and a woman walk through a street and are about to pass a telephone booth .|Охид, эмэгтэй хүн гудамжаар алхаж, утасны лангуунд орох гэж байна.
6020763700.jpg| 3| A woman and a girl are in a grocery store and the girl is looking at her phone .|Эмэгтэй, охин, охин нь хүнсний дэлгүүрт байдаг бөгөөд охин нь утсаа харж байна.
2148013097.jpg| 2| Two kids and a woman wave enthusiastically from behind a window .|Хоёр хүүхэд, эмэгтэй хүн цонхны цаана урам зоригтой ханддаг.
2653853997.jpg| 2| three children are enjoying lunch on a picnic bench together .|Гурван хүүхэд хамтдаа пикник вандан сандал дээр зугаацаж байна.
3463523977.jpg| 2| A girl in a pink shirt jumps and stares at a swan in the park .|Ягаан өнгийн цамцтай охин үсэрч, цэцэрлэгт хүрээлэнгийн хун руу ширтэв.
2563043367.jpg| 4| A man in a hat sits on a rock to fish .|Малгай өмссөн хүн загасны чулуу дээр сууж байв.
4960164914.jpg| 0| A man in a white t-shirt and a woman in a red top are sitting next to each other on the beach .|Цагаан футболк, улаан дээд хэсэгт байгаа эрэгтэй, улаан дээр эмэгтэй хүн далайн эрэг дээр бие биенийхээ хажууд сууж байна.
3683644335.jpg| 0| a girl is swimming in a clear water in a blue pool .|Охин цэнхэр усан санд цэвэр усанд сэлж байна.
2086534745.jpg| 2| A man in a yellow boat paddling down rough waters .|Шар завин дахь шар завин дээр ширүүн усанд сэлэв.
58363930.jpg| 1| A person in a blue hat climbing up a snow covered mountain .|Цэнхэр малгайтай хүн цасан бүрхүүлтэй ууланд авирч байв.
4510129002.jpg| 1| A man and woman walking with three dogs and a man in a yellow jacket in the background .|Гурван нохой, эмэгтэй хүн арын хэсэгт нь шар өнгийн хүрэмтэй алхаж байна.
483980949.jpg| 4| a busy day in the city streets .|хотын гудамжинд завгүй өдөр.
2483792149.jpg| 4| A woman sitting in a field of flowers|Цэцгийн талбайд сууж буй эмэгтэй
2858793859.jpg| 1| Two men with rags over their face are running down a street with something on fire .|Нүүрэн дээр нь өөдөсөөрөө хоёр эр хүн гал дээр ямар нэгэн зүйл гүйж байна.
3190159986.jpg| 4| A man and a man talking near a table .|Эрэгтэй, эр хүн ширээний дэргэд ярьж байна.
5927448574.jpg| 2| A man with a gray shirt with the tag bombardier is using an orange flashlight .|Шошгоны бөмбөлөг бүхий саарал цамцтай хүн улбар шар өнгийн гар чийдэн ашигладаг.
1791491934.jpg| 0| An Asian man wearing a blue long-sleeve shirt and patterned pants is working with an old looking machine .|Цэнхэр урт ханцуйтай цамц өмссөн ази эр, өмд өмссөн өмд нь хуучин харагддаг машинтай ажиллаж байна.
3825927201.jpg| 3| A man is playing an acoustic guitar outside .|Хүн гадаа акустик гитар тоглож байна.
4001914227.jpg| 3| A young boy trying to impress his dad by doing yard work .|Залуу хүү аавдаа ажлаа хийснээр ааваа сэтгэгдэл төрүүлэхийг хичээдэг.
1588931550.jpg| 2| The man is looking out over a placid lake .|Эрэгтэй хүн плацид нуур дээрээс харж байна.
2674452595.jpg| 2| A man in a blue outfit works on a train .|Цэнхэр өнгийн хувцас өмссөн хүн галт тэрэг дээр ажилладаг.
4799951910.jpg| 0| A man in a bright green shirt and brimmed hat sits with three other men on a concrete rise .|
7428276152.jpg| 1| Two women , both wearing pink shirts , are dancing side by side on a rooftop overlooking a river and city .|Хоёр эмэгтэй, хоёулаа ягаан цамц өмсдөг, хоёулаа ягаан цамц өмсөж, голын эрэг, хотыг үл тоомсорлож байна.
4278658978.jpg| 3| A construction site tearing apart a wall with graffiti .|Барилгын газар нь граффититай хананыг нурааж байна.
286459527.jpg| 4| A girl singing and dancing with a pink hat on .|Нэгэн охин нь ягаан малгай өмсөж бүжиглэж бүжиглэв.
2317714088.jpg| 2| Some people are gathered by a mound of snow outside a house .|Зарим хүмүүс байшингийн гадаа цасаар цуглардаг.
5420247403.jpg| 1| Man identifying tree species to young couple during snowshoeing trip .|Цасан ширхэгтэй аялалын үеэр залуу хосууд руу залуу хосуудтай уулзах.
175398811.jpg| 4| Two men are having a conversation .|Хоёр хүн яриа өрнүүлж байна.
4662830866.jpg| 0| A man with a soda can and red glasses is squatting in front of a fire .|Содтой, улаан шилтэй хүн галын өмнө галын өмнө шахаж байна.
527255763.jpg| 4| A young girl poses with her trophy in a park .|Залуу охин цэцэрлэгт цомоороо цомгоо тавьдаг.
2386635533.jpg| 2| A woman throwing a white trash-bag into a dumpster in front of a car .|
1043819504.jpg| 0| A group of 11 people in winter wear such as beanies , skiing jackets , gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them .|Өвлийн улирал, цанаар гулгах, цанаар гулгах, бээлий, бээлий, үүргэвч нь мөсөн блок, үүргэвчиндээ цасан блокууд цасны сэлүүрээр цасны гадна талд байрлах байшингийн гадна талд байдаг.
2523934341.jpg| 0| A person wearing a striped shirt , headphones , and a headscarf watches a street with a large truck driving through .|Судалтай цамц өмссөн хүн, чихэвч, чихэвч өмссөн хүн, толгойн толгойг нь жолоодож буй том ачааны машинаар явж байна.
6921394663.jpg| 2| A motorcycle racer leans into a turn on a sunny afternoon .|Мотоциклийн уралдаан нь нарлаг үдээс хойш нартай болж хувирдаг.
2285693889.jpg| 0| A man is seated at a counter with all types of delicious looking foods , yet is completely unaffected , casually reading his newspaper .|Эрэгтэй хүн бүх төрлийн амттай хоолоор суудаг, гэхдээ бүрэн нөлөөлдөг боловч сонинд уншиж, санамсаргүй байдлаар уншдаг.
4567455846.jpg| 1| Woman wearing maroon sweater carrying guitar in the woods|Муст цамц өмссөн эмэгтэй, ойд гитар өмссөн эмэгтэй
5896386113.jpg| 0| An elderly looking woman is hanging up clothes to dry in what appears to be an old town or neighborhood .|Ахмад настай эмэгтэй эмэгтэй хуучин хот эсвэл хөрш болоход нь хатах хувцас өмсдөг.
4524224528.jpg| 1| A woman using her cellphone on a sidewalk with three people talking amongst themselves in the background .|Гар утсан дээр гар утсан дээр гар утсан дээрээ гурван хүн ар араараа ярьдаг.
4379576356.jpg| 0| A tall , heavyset female with long black hair and wearing a gray blouse , holding a bag of potato chips , leaning against a white wall where four paintings are hung .|Өндөр, хүнд жинтэй эмэгтэй урт хар үстэй, саарал цамц өмссөн, саарал цамц өмсөж, дөрвөн уран зураг өлгийдөж, дөрвөн уран зураг өлгийтэй цагаан ханыг өмсдөг.
3485425825.jpg| 3| A male and female on a one seat bike ride along a tree lined road|Модны доторлогоотой зам дагуу нэг суудалтай дугуй унаж буй эрэгтэй, эмэгтэй
3978422588.jpg| 4| A lady is walking on the sidewalk at night while carrying a big box .|Нэгэн эмэгтэй шөнийн цагаар явган хүний зам дээр алхаж байна.
4968323199.jpg| 4| A man in a helmet is standing .|Дуулга өмссөн хүн зогсож байна.
2430037096.jpg| 2| People are on a stage performing .|Хүмүүс тайзан дээр ажиллаж байна.
4326902979.jpg| 1| A hiker dressed in a blue with black jacket and tan pants surrounded by big trees covered in snow .|Цасаар хүрээлэгдсэн том мод, тан өмдтэй цэнхэр хүрэм, тан өмд өмссөн Хикер.
444051472.jpg| 2| A man sits outside at a wooden table and reads a book while ducks eat in the foreground .|Нэг хүн модон ширээн дээр суугаад нугасны урд хоол идэж байхдаа ном уншдаг.
3817335146.jpg| 2| Three men fishing from a stream .|Гурван эр урсгал урсдаг.
3810304603.jpg| 4| Chickenfoot plays a musical set on a stage .|Тахианы махан нь тайзан дээр хөгжмийн багц тоглодог.
4215128854.jpg| 4| People are walking in the street .|Хүмүүс гудамжинд алхаж байна.
1540631615.jpg| 1| Young boy in red jacket doing a handstand on a sports field .|Улаан хүрэмтэй залуу хүү нь спортын талбар дээр гардаг.
13237748.jpg| 2| A man with a blue baseball cap on is sleeping against a rock .|
2715746315.jpg| 1| A man with a large plate of food on his head walks down a street .|Толгой дээрээ том хоолтой хүн гудамжаар алхдаг.
1246237064.jpg| 3| A chef enjoying a meal while in contemplation .|Төгсөх үедээ хоол хийх дуртай тогооч.
2845913338.jpg| 0| A group of adults all wearing red and white baseball caps pose by holding their index , middle , and ring fingers up .|Насанд хүрэгчдийн бүлэг нь бүгд улаан, цагаан бейсболын малгай өмсөж, дунд, дунд, цагираг хурааж авснаар
2804904604.jpg| 4| A kid is holding a rubber mallet .|Хүүхэд резинэн тавиур барьж байна.
3306212559.jpg| 0| four people are in silhouette whilst watching the sunset .|Дөрвөн хүн нар жаргахыг харж байхдаа Silhouete-д байдаг.
2885388989.jpg| 3| A young girl is in the woods presenting her index finger and thumb as if to represent a measurement .|Залуу охин нь индекс, эрхий хурууг хэмжиж, хэмжилтийг илэрхийлэх гэж байгаа юм.
3495815292.jpg| 1| A man standing looking sad with cleaner and a tool next to him .|Цайцгаая, түүний хажууд гунигтай харагддаг хүн.
4978965173.jpg| 1| A man and women walks together , both with white shirts , holding balloons .|Эрэгтэй, эмэгтэй хүмүүс хамтдаа, цагаан цамцтай хамт хоёулаа хамт алхдаг.
4088616577.jpg| 4| Older woman holding a young boy .|Хөгшин эмэгтэй залуу хүүг барьж байв.
3584406900.jpg| 1| Kids are playing on a swing set as a man with no shirt on walks by .|Хүүхдүүд дүүжлүүрээр цамцгүй эрэгтэй хүнтэй хамт дүүжин тоглож байна.
5420765124.jpg| 2| A woman in winter gear with trekking poles is holding a leashed dog in the snow .|Trekking шон бүхий өвлийн араа бүхий эмэгтэй.
2955813024.jpg| 2| Several people are standing in a fenced in area .|Хэд хэдэн хүн талбайд хашаа барьж зогсож байна.
3098824948.jpg| 3| A bride and groom leaving after the wedding .|Хуримын дараа сүйт бүсгүй, хүргэн ирэх.
6295775965.jpg| 4| A man is stage diving onto a crowd of fans .|Эрэгтэй хүн фэнүүдтэй хамт фенүүд дээр шумбаж байна.
264009676.jpg| 2| Three people standing in the refrigerated juice aisle of a store .|Хөргөгчний шүүсний шүүсээр зогсож байгаа гурван хүн.
462080147.jpg| 2| one man wearing a black hoodie sweatshirt and another wearing a box over his head|Нэг хүн хар Hoodie цамц өмссөн, нөгөө нь толгой дээрээ хайрцаг өмсдөг
453473508.jpg| 2| a brown dog jumping in a stoney brook .|Stoney Brook-д үсрэх хүрэн нохой.
1507563902.jpg| 1| A person is upside down in the air above a trampoline outside .|Хүн гаднах трамполин дээрээс дээш агаарт байдаг.
1142847777.jpg| 3| A bicyclist riding on a city street .|Хотын гудамжинд унадаг дугуйчид унаж байна.
5483599902.jpg| 3| A man in a white shirt smiles as he sells his street food .|Цагаан цамцтай эр хүн гудамжны хоолоо зарж байхдаа инээмсэглэв.
4834131048.jpg| 2| A man and woman walking in between two buildings .|Хоёр байшингийн хооронд алхаж буй эрэгтэй, эмэгтэй.
7117181861.jpg| 4| Two people posing for a photographer .|Гэрэл зурагчинд зориулж хоёр хүн.
3238654429.jpg| 4| A snowboarder jumping off a mountain cliff .|Цасан урлалчин уулын хавцлаас үсэрч байв.
4914433221.jpg| 0| A child wearing a red shirt is rolling a bowling ball down a lane .|Улаан цамц өмссөн хүүхэд нь боулингийн бөмбөгийг эгнээнд чиглүүлж байна.
2425062226.jpg| 0| A man with a headscarf is gesturing with his eyes closed while holding some kind of stick .|Толгойн толгойтой эр хүн ямар нэгэн төрлийн саваа барьж байхдаа нүдээ аниад дохио өгдөг.
6811679265.jpg| 2| Two women are dancing in red and silver outfits with long veils .|Хоёр эмэгтэй урт хөшигтэй улаан, мөнгөн гоёл чимэглэлээр бүжиглэж байна.
